subject,predicate,name_predicate,value_predicate,object
house_KitchenAbvGr,propertyValue,,34.3019,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.0948,missing_perc
house_KitchenAbvGr,propertyValue,,0.0044,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.04215,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.200675,std
house_KitchenAbvGr,propertyValue,,4.573562500000001,skewness
house_KitchenAbvGr,propertyValue,,18.9753625,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,0.0019749999999999,p_min
house_KitchenAbvGr,propertyValue,,0.3374375,p_max
house_KitchenAbvGr,propertyValue,,0.0014124999999999,k_min
house_KitchenAbvGr,propertyValue,,0.2667375,k_max
house_KitchenAbvGr,propertyValue,,0.001525,s_min
house_KitchenAbvGr,propertyValue,,0.283275,s_max
house_KitchenAbvGr,propertyValue,,0.1745125,entropy
house_KitchenAbvGr,propertyValue,,34.3392125,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.0423999999999999,missing_perc
house_KitchenAbvGr,propertyValue,,0.004175,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.0429875000000002,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.2027874999999999,std
house_KitchenAbvGr,propertyValue,,4.5081375,skewness
house_KitchenAbvGr,propertyValue,,18.3297875,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,0.0032125,p_min
house_KitchenAbvGr,propertyValue,,0.330675,p_max
house_KitchenAbvGr,propertyValue,,0.0030624999999999,k_min
house_KitchenAbvGr,propertyValue,,0.2555625,k_max
house_KitchenAbvGr,propertyValue,,0.0032874999999999,s_min
house_KitchenAbvGr,propertyValue,,0.2749625,s_max
house_KitchenAbvGr,propertyValue,,0.1773124999999999,entropy
house_KitchenAbvGr,propertyValue,,34.2758125,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.4915125,missing_perc
house_GarageCars,propertyValue,,0.0186625,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,4.5,max
house_GarageCars,propertyValue,,1.7963625,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.72695,std
house_GarageCars,propertyValue,,-0.1152499999999999,skewness
house_GarageCars,propertyValue,,0.9093375,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,,p_min
house_GarageCars,propertyValue,,,p_max
house_GarageCars,propertyValue,,,k_min
house_GarageCars,propertyValue,,,k_max
house_GarageCars,propertyValue,,,s_min
house_GarageCars,propertyValue,,,s_max
house_GarageCars,propertyValue,,1.0724625,entropy
house_GarageCars,propertyValue,,4.9724375,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.45385,missing_perc
house_GarageCars,propertyValue,,0.0155625,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,3.5,max
house_GarageCars,propertyValue,,1.7632875,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.7142499999999999,std
house_GarageCars,propertyValue,,-0.2818124999999999,skewness
house_GarageCars,propertyValue,,0.344825,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,,p_min
house_GarageCars,propertyValue,,,p_max
house_GarageCars,propertyValue,,,k_min
house_GarageCars,propertyValue,,,k_max
house_GarageCars,propertyValue,,,s_min
house_GarageCars,propertyValue,,,s_max
house_GarageCars,propertyValue,,1.0631624999999998,entropy
house_GarageCars,propertyValue,,5.621125,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.3997,missing_perc
house_GarageCars,propertyValue,,0.0149499999999999,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,4.0,max
house_GarageCars,propertyValue,,1.787625,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.705425,std
house_GarageCars,propertyValue,,-0.151825,skewness
house_GarageCars,propertyValue,,0.591875,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,0.0104999999999999,p_min
house_GarageCars,propertyValue,,0.8819125,p_max
house_GarageCars,propertyValue,,0.0073125,k_min
house_GarageCars,propertyValue,,0.722475,k_max
house_GarageCars,propertyValue,,0.0073999999999999,s_min
house_GarageCars,propertyValue,,0.8401125,s_max
house_GarageCars,propertyValue,,1.0517875,entropy
house_GarageCars,propertyValue,,5.386937499999999,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.348325,missing_perc
house_GarageCars,propertyValue,,0.0137624999999999,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,4.0,max
house_GarageCars,propertyValue,,1.7722000000000002,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.7180375000000001,std
house_GarageCars,propertyValue,,-0.19475,skewness
house_GarageCars,propertyValue,,0.498575,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,0.00665,p_min
house_GarageCars,propertyValue,,0.8851875,p_max
house_GarageCars,propertyValue,,0.003775,k_min
house_GarageCars,propertyValue,,0.72355,k_max
house_GarageCars,propertyValue,,0.00405,s_min
house_GarageCars,propertyValue,,0.84005,s_max
house_GarageCars,propertyValue,,1.0687,entropy
house_GarageCars,propertyValue,,5.500125,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.310625,missing_perc
house_GarageCars,propertyValue,,0.014125,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,4.75,max
house_GarageCars,propertyValue,,1.7735000000000003,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.729775,std
house_GarageCars,propertyValue,,-0.1029375,skewness
house_GarageCars,propertyValue,,0.7218375000000001,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,0.0066,p_min
house_GarageCars,propertyValue,,0.8874875,p_max
house_GarageCars,propertyValue,,0.0036375,k_min
house_GarageCars,propertyValue,,0.72835,k_max
house_GarageCars,propertyValue,,0.0039875,s_min
house_GarageCars,propertyValue,,0.8451375000000001,s_max
house_GarageCars,propertyValue,,1.0822125,entropy
house_GarageCars,propertyValue,,4.660575,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.2605,missing_perc
house_GarageCars,propertyValue,,0.013175,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,4.75,max
house_GarageCars,propertyValue,,1.7820250000000002,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.7272875,std
house_GarageCars,propertyValue,,-0.11015,skewness
house_GarageCars,propertyValue,,0.6935,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,0.0117625,p_min
house_GarageCars,propertyValue,,0.8822249999999999,p_max
house_GarageCars,propertyValue,,0.0062375,k_min
house_GarageCars,propertyValue,,0.7233375,k_max
house_GarageCars,propertyValue,,0.0069999999999999,s_min
house_GarageCars,propertyValue,,0.8393875000000001,s_max
house_GarageCars,propertyValue,,1.0794749999999995,entropy
house_GarageCars,propertyValue,,4.850350000000001,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.2103375,missing_perc
house_GarageCars,propertyValue,,0.011725,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,4.25,max
house_GarageCars,propertyValue,,1.7824000000000002,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.71945,std
house_GarageCars,propertyValue,,-0.18735,skewness
house_GarageCars,propertyValue,,0.500325,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,0.0045,p_min
house_GarageCars,propertyValue,,0.8840625000000002,p_max
house_GarageCars,propertyValue,,0.0055,k_min
house_GarageCars,propertyValue,,0.7257374999999999,k_max
house_GarageCars,propertyValue,,0.0062125,s_min
house_GarageCars,propertyValue,,0.842525,s_max
house_GarageCars,propertyValue,,1.0715625,entropy
house_GarageCars,propertyValue,,5.234750000000001,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.1491874999999999,missing_perc
house_GarageCars,propertyValue,,0.011725,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,5.0,max
house_GarageCars,propertyValue,,1.779775,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.7218375,std
house_GarageCars,propertyValue,,-0.11715,skewness
house_GarageCars,propertyValue,,0.7424249999999999,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,0.0111499999999999,p_min
house_GarageCars,propertyValue,,0.8823500000000001,p_max
house_GarageCars,propertyValue,,0.004575,k_min
house_GarageCars,propertyValue,,0.7215125,k_max
house_GarageCars,propertyValue,,0.00515,s_min
house_GarageCars,propertyValue,,0.8378625000000001,s_max
house_GarageCars,propertyValue,,1.0723125,entropy
house_GarageCars,propertyValue,,4.681587499999999,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.1043,missing_perc
house_GarageCars,propertyValue,,0.0108625,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,4.75,max
house_GarageCars,propertyValue,,1.7705125000000002,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.7209000000000001,std
house_GarageCars,propertyValue,,-0.1414375,skewness
house_GarageCars,propertyValue,,0.614275,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,0.01415,p_min
house_GarageCars,propertyValue,,0.8865125,p_max
house_GarageCars,propertyValue,,0.00405,k_min
house_GarageCars,propertyValue,,0.728625,k_max
house_GarageCars,propertyValue,,0.0045875,s_min
house_GarageCars,propertyValue,,0.8459875,s_max
house_GarageCars,propertyValue,,1.072975,entropy
house_GarageCars,propertyValue,,4.8632375,density
house_GarageCars,propertyValue,,501.0,n_tuples
house_GarageCars,propertyValue,,0.04665,missing_perc
house_GarageCars,propertyValue,,0.0104874999999999,uniqueness
house_GarageCars,propertyValue,,0.0,min
house_GarageCars,propertyValue,,5.0,max
house_GarageCars,propertyValue,,1.7767874999999995,mean
house_GarageCars,propertyValue,,2.0,median
house_GarageCars,propertyValue,,0.7253625,std
house_GarageCars,propertyValue,,-0.142675,skewness
house_GarageCars,propertyValue,,0.6428375000000001,kurtosis
house_GarageCars,propertyValue,,0.0,mad
house_GarageCars,propertyValue,,1.0,iqr
house_GarageCars,propertyValue,,0.0142875,p_min
house_GarageCars,propertyValue,,0.8860250000000001,p_max
house_GarageCars,propertyValue,,0.0045,k_min
house_GarageCars,propertyValue,,0.7287375,k_max
house_GarageCars,propertyValue,,0.0049124999999999,s_min
house_GarageCars,propertyValue,,0.845675,s_max
house_GarageCars,propertyValue,,1.078275,entropy
house_GarageCars,propertyValue,,4.6793625,density
house_YearRemodAdd,propertyValue,,501.0,n_tuples
house_YearRemodAdd,propertyValue,,0.501,missing_perc
house_YearRemodAdd,propertyValue,,0.22,uniqueness
house_YearRemodAdd,propertyValue,,1950.0,min
house_YearRemodAdd,propertyValue,,2009.875,max
house_YearRemodAdd,propertyValue,,1985.2238375,mean
house_YearRemodAdd,propertyValue,,1994.875,median
house_YearRemodAdd,propertyValue,,20.457175,std
house_YearRemodAdd,propertyValue,,-0.52975,skewness
house_YearRemodAdd,propertyValue,,-1.2489125,kurtosis
house_YearRemodAdd,propertyValue,,11.6875,mad
house_YearRemodAdd,propertyValue,,36.75,iqr
house_YearRemodAdd,propertyValue,,,p_min
house_YearRemodAdd,propertyValue,,,p_max
house_YearRemodAdd,propertyValue,,,k_min
house_YearRemodAdd,propertyValue,,,k_max
house_YearRemodAdd,propertyValue,,,s_min
house_YearRemodAdd,propertyValue,,,s_max
house_YearRemodAdd,propertyValue,,3.6005125,entropy
house_YearRemodAdd,propertyValue,,0.0253874999999999,density
house_YearRemodAdd,propertyValue,,501.0,n_tuples
house_YearRemodAdd,propertyValue,,0.4555875,missing_perc
house_YearRemodAdd,propertyValue,,0.2048999999999999,uniqueness
house_YearRemodAdd,propertyValue,,1950.0,min
house_YearRemodAdd,propertyValue,,2010.0,max
house_YearRemodAdd,propertyValue,,1986.014225,mean
house_YearRemodAdd,propertyValue,,1995.5,median
house_YearRemodAdd,propertyValue,,20.1187875,std
house_YearRemodAdd,propertyValue,,-0.5987875,skewness
house_YearRemodAdd,propertyValue,,-1.146075,kurtosis
house_YearRemodAdd,propertyValue,,10.9375,mad
house_YearRemodAdd,propertyValue,,35.59375,iqr
house_YearRemodAdd,propertyValue,,,p_min
house_YearRemodAdd,propertyValue,,,p_max
house_YearRemodAdd,propertyValue,,,k_min
house_YearRemodAdd,propertyValue,,,k_max
house_YearRemodAdd,propertyValue,,,s_min
house_YearRemodAdd,propertyValue,,,s_max
house_YearRemodAdd,propertyValue,,3.6252125,entropy
house_YearRemodAdd,propertyValue,,0.023575,density
house_YearRemodAdd,propertyValue,,501.0,n_tuples
house_YearRemodAdd,propertyValue,,0.3954499999999999,missing_perc
house_YearRemodAdd,propertyValue,,0.1891874999999999,uniqueness
house_YearRemodAdd,propertyValue,,1950.0,min
house_YearRemodAdd,propertyValue,,2009.875,max
house_YearRemodAdd,propertyValue,,1985.37945,mean
house_YearRemodAdd,propertyValue,,1994.375,median
house_YearRemodAdd,propertyValue,,20.212,std
house_YearRemodAdd,propertyValue,,-0.5413625,skewness
house_YearRemodAdd,propertyValue,,-1.2127375,kurtosis
house_YearRemodAdd,propertyValue,,11.875,mad
house_YearRemodAdd,propertyValue,,36.28125,iqr
house_YearRemodAdd,propertyValue,,0.0033625,p_min
house_YearRemodAdd,propertyValue,,0.5880749999999999,p_max
house_YearRemodAdd,propertyValue,,0.00565,k_min
house_YearRemodAdd,propertyValue,,0.6048874999999999,k_max
house_YearRemodAdd,propertyValue,,0.0065,s_min
house_YearRemodAdd,propertyValue,,0.6754249999999999,s_max
house_YearRemodAdd,propertyValue,,3.6557625,entropy
house_YearRemodAdd,propertyValue,,0.023875,density
house_YearRemodAdd,propertyValue,,501.0,n_tuples
house_YearRemodAdd,propertyValue,,0.354025,missing_perc
house_YearRemodAdd,propertyValue,,0.1770624999999999,uniqueness
house_YearRemodAdd,propertyValue,,1950.0,min
house_YearRemodAdd,propertyValue,,2010.0,max
house_YearRemodAdd,propertyValue,,1985.1099125,mean
house_YearRemodAdd,propertyValue,,1994.25,median
house_YearRemodAdd,propertyValue,,20.4041875,std
house_YearRemodAdd,propertyValue,,-0.5181125,skewness
house_YearRemodAdd,propertyValue,,-1.25525,kurtosis
house_YearRemodAdd,propertyValue,,12.0625,mad
house_YearRemodAdd,propertyValue,,36.5625,iqr
house_YearRemodAdd,propertyValue,,,p_min
house_YearRemodAdd,propertyValue,,,p_max
house_YearRemodAdd,propertyValue,,,k_min
house_YearRemodAdd,propertyValue,,,k_max
house_YearRemodAdd,propertyValue,,,s_min
house_YearRemodAdd,propertyValue,,,s_max
house_YearRemodAdd,propertyValue,,3.6494375,entropy
house_YearRemodAdd,propertyValue,,0.02225,density
house_YearRemodAdd,propertyValue,,501.0,n_tuples
house_YearRemodAdd,propertyValue,,0.2919,missing_perc
house_YearRemodAdd,propertyValue,,0.166025,uniqueness
house_YearRemodAdd,propertyValue,,1950.0,min
house_YearRemodAdd,propertyValue,,2009.875,max
house_YearRemodAdd,propertyValue,,1985.483525,mean
house_YearRemodAdd,propertyValue,,1994.75,median
house_YearRemodAdd,propertyValue,,20.37305,std
house_YearRemodAdd,propertyValue,,-0.56115,skewness
house_YearRemodAdd,propertyValue,,-1.20435,kurtosis
house_YearRemodAdd,propertyValue,,11.625,mad
house_YearRemodAdd,propertyValue,,36.125,iqr
house_YearRemodAdd,propertyValue,,,p_min
house_YearRemodAdd,propertyValue,,,p_max
house_YearRemodAdd,propertyValue,,,k_min
house_YearRemodAdd,propertyValue,,,k_max
house_YearRemodAdd,propertyValue,,,s_min
house_YearRemodAdd,propertyValue,,,s_max
house_YearRemodAdd,propertyValue,,3.6486,entropy
house_YearRemodAdd,propertyValue,,0.0220625,density
house_YearRemodAdd,propertyValue,,501.0,n_tuples
house_YearRemodAdd,propertyValue,,0.2587124999999999,missing_perc
house_YearRemodAdd,propertyValue,,0.1593,uniqueness
house_YearRemodAdd,propertyValue,,1950.0,min
house_YearRemodAdd,propertyValue,,2010.0,max
house_YearRemodAdd,propertyValue,,1985.2569125,mean
house_YearRemodAdd,propertyValue,,1994.125,median
house_YearRemodAdd,propertyValue,,20.16005,std
house_YearRemodAdd,propertyValue,,-0.5216124999999999,skewness
house_YearRemodAdd,propertyValue,,-1.232725,kurtosis
house_YearRemodAdd,propertyValue,,12.3125,mad
house_YearRemodAdd,propertyValue,,35.8125,iqr
house_YearRemodAdd,propertyValue,,0.0043374999999999,p_min
house_YearRemodAdd,propertyValue,,0.6084875,p_max
house_YearRemodAdd,propertyValue,,0.0025875,k_min
house_YearRemodAdd,propertyValue,,0.6314500000000001,k_max
house_YearRemodAdd,propertyValue,,0.0027,s_min
house_YearRemodAdd,propertyValue,,0.70385,s_max
house_YearRemodAdd,propertyValue,,3.6959125,entropy
house_YearRemodAdd,propertyValue,,0.0205375,density
house_YearRemodAdd,propertyValue,,501.0,n_tuples
house_YearRemodAdd,propertyValue,,0.19435,missing_perc
house_YearRemodAdd,propertyValue,,0.1462125,uniqueness
house_YearRemodAdd,propertyValue,,1950.0,min
house_YearRemodAdd,propertyValue,,2009.875,max
house_YearRemodAdd,propertyValue,,1985.68915,mean
